date, pm25, pm10, o3, no2, so2, co, psi,total
14-05-14,70,21,22,16,19,4,52,204
15-05-14,59,17,14,18,15,3,46,172
16-05-14,49,19,16,22,19,3,44,172
17-05-14,52,15,8,21,17,4,37,154
18-05-14,44,17,6,18,10,5,48,148
19-05-14,46,15,15,23,11,4,43,157
20-05-14,43,25,22,30,15,6,62,203
21-05-14,63,32,13,27,17,6,55,213
22-05-14,76,17,9,19,11,4,38,174
23-05-14,49,23,18,18,12,8,52,180
24-05-14,54,17,14,20,12,5,40,162
25-05-14,48,12,9,18,10,5,42,144
26-05-14,35,24,10,27,12,8,59,175
27-05-14,57,19,16,18,14,2,36,162
28-05-14,48,20,11,29,9,4,57,178
29-05-14,53,28,15,17,26,2,57,198
30-05-14,67,21,10,14,36,3,43,194
31-05-14,56,13,10,9,11,2,32,133
01-06-14,36,15,10,14,8,3,51,137
02-06-14,43,19,12,9,10,3,48,144
03-06-14,49,19,6,12,9,4,45,144
04-06-14,51,18,6,14,13,4,48,154
05-06-14,46,16,6,11,13,3,41,136
06-06-14,45,21,13,18,8,7,49,161
07-06-14,53,16,15,6,9,2,39,140
08-06-14,42,15,18,9,9,2,46,141
09-06-14,40,21,14,11,12,4,56,158
10-06-14,53,21,14,10,11,3,48,160
11-06-14,55,19,14,9,10,3,46,156
12-06-14,48,21,19,11,15,2,52,168
13-06-14,54,19,8,12,14,3,44,154
14-06-14,51,15,18,9,16,3,42,154
15-06-14,40,18,16,8,13,2,51,148
16-06-14,48,17,16,8,15,2,44,150
17-06-14,46,18,17,10,18,2,44,155
18-06-14,48,19,13,12,24,2,46,164
19-06-14,48,18,17,8,11,3,49,154
20-06-14,51,19,22,9,8,3,50,162
21-06-14,52,26,28,10,13,4,59,192
22-06-14,63,28,22,12,13,3,58,199
23-06-14,68,31,20,14,18,4,61,216
24-06-14,70,23,27,8,12,3,43,186
25-06-14,55,15,17,7,6,2,47,149
26-06-14,44,19,14,9,6,3,49,144
27-06-14,51,21,22,12,9,3,55,173
28-06-14,55,21,23,10,13,2,44,168
29-06-14,55,21,11,11,7,4,50,159
30-06-14,59,18,15,10,5,3,48,158
01-01-14,57,29,17,7,3,5,35,153
02-01-14,57,29,12,10,3,3,30,144
03-01-14,59,20,13,8,3,3,24,130
04-01-14,53,17,8,6,3,3,13,103
05-01-14,38,14,5,10,3,6,20,96
06-01-14,33,26,13,9,4,4,34,123
07-01-14,60,27,15,7,3,3,28,143
08-01-14,59,17,6,8,3,3,19,115
09-01-14,45,17,16,11,8,4,24,125
10-01-14,48,17,14,6,8,3,16,112
11-01-14,42,15,9,8,1, ,20,95
12-01-14,34,20,16,7,1, ,27,105
13-01-14,37,28,15,8,1,2,33,124
14-01-14,44,29,20,8,1,3,36,141
15-01-14,52,33,24,9,1,4,37,160
16-01-14,60,30,22,8,1,3,31,155
17-01-14,58,24,16,8,1,2,28,137
18-01-14,44,23,18,6,1,2,29,123
19-01-14,37,25,17,8,1, ,30,118
20-01-14,42,25,19,9,1,3,34,133
21-01-14,51,30,20,10,2,4,33,150
22-01-14,57,34,28,9,2,4,45,179
23-01-14,66,40,22,9,2,5,47,191
24-01-14,75,38,24,6,3,5,42,193
25-01-14,71,36,30,8,7,4,38,194
26-01-14,69,32,20,6,6,4,31,168
27-01-14,63,28,19,5,5,3,32,155
28-01-14,56,24,18,5,2,3,26,134
29-01-14,49,20,21,5,2,3,24,124
30-01-14,48,21,22,4,2,3,26,126
31-01-14,51,21,22,7,2,3,24,130
01-02-14,50,19,21,9,3,3,23,128
02-02-14,46,19,28,6,3,4,21,127
03-02-14,50,22,45,7,4,4,30,162
04-02-14,57,29,26,7,4,4,32,159
05-02-14,68,24,19,8,4,3,24,150
06-02-14,58,20,22,8,5,3,25,141
07-02-14,52,29,27,9,5,5,39,166
08-02-14,68,30,33,9,4,5,30,179
09-02-14,70,29,32,9,6,4,31,181
10-02-14,67,26,21,7,6,3,29,159
11-02-14,61,24,17,6,2,3,29,142
12-02-14,59,29,15,6,2,3,34,148
13-02-14,65,29,18,6,2,4,31,155
14-02-14,60,29,20,5,2,4,35,155
15-02-14,63,32,22,5,3,4,31,160
16-02-14,66,30,18,5,3,4,34,160
17-02-14,65,32,18,6,2,4,34,161
18-02-14,66,31,18,6,2,4,32,159
19-02-14,67,23,17,5,2,3,26,143
20-02-14,57,26,13,5,3,3,30,137
21-02-14,56,28,19,5,4,3,33,148
22-02-14,56,29,23,6,3,3,32,152
23-02-14,57,30,26,6,3,4,35,161
24-02-14,61,31,21,9,3,3,35,163
25-02-14,60,31,20,6,2,4,32,155
26-02-14,60,28,17,5,3,3,30,146
27-02-14,58,29,18,5,4,6,33,153
28-02-14,59,30,18,6,3,4,32,152
01-03-14,63,27,26,5,3,4,28,156
02-03-14,58,25,27,7,3,4,31,155
03-03-14,57,35,30,8,4,5,46,185
04-03-14,74,31,23,7,4,3,29,171
05-03-14,69,27,22,6,4,4,31,163
06-03-14,59,33,25,7,3,5,44,176
07-03-14,76,41,28,7,3,5,46,206
08-03-14,91,40,27,6,2,5,40,211
09-03-14,90,36,24,6,2,5,44,207
10-03-14,82,41,24,8,2,5,46,208
11-03-14,88,59,23,6,2,6,58,242
12-03-14,136,49,30,6,3,6,56,286
13-03-14,100,54,24,6,3,7,56,250
14-03-14,124,40,12,6,3,5,38,228
15-03-14,86,24,6,7,2,5,24,154
16-03-14,58,14,5,8,2,4,19,110
17-03-14,38,18,10,9,2,5,26,108
18-03-14,44,23,14,10,2,5,31,129
19-03-14,54,29,12,15,3,5,33,151
20-03-14,62,27,29,18,5,6,33,180
21-03-14,63,32,32,14,7,4,39,191
22-03-14,73,30,26,9,4,3,28,173
23-03-14,69,25,23,8,4,3,32,164
24-03-14,61,29,22,12,4,4,35,167
25-03-14,65,30,21,11,4,4,35,170
26-03-14,62,28,21,10,3,4,35,163
27-03-14,59,39,21,12,4,5,38,178
28-03-14,80,23,14,14,5,4,25,165
29-03-14,58,25,27,16,5,5,31,167
30-03-14,60,21,19,12,6,3,23,144
31-03-14,59,24,27,15,5,4, ,134
31-03-20, ,24,24, ,2,4, ,54
31-12-19, ,21,21, ,1,2, ,45
31-12-18, ,16,29, ,1,4, ,50
31-03-18, ,43,26, ,2,6, ,77
10-09-17, ,25,20,21,8,6, ,80
03-01-16, ,14,10,13,1,2,38,78
01-07-15, ,31,13,20,6,6,70,146
02-07-15, ,32,17,15,5,3,65,137
03-07-15, ,29,15,14,7,2,56,123
04-07-15, ,27,24,16,7,2,66,142
05-07-15, ,27,24,16,7,2,66,142
06-07-15, ,30,21,16,5, ,61,133
07-07-15, ,30,18,15,2,1,62,128
08-07-15, ,30,13,17,2,1,64,127
09-07-15, ,35,28,20,5,6,69,163
10-07-15, ,38,17,20,10,5,70,160
11-07-15, ,27,17,16,7,1,56,124
12-07-15, ,25,18,15,5,1,52,116
13-07-15, ,20,13,13,4,1,51,102
21-06-15, ,19,15,11,2,4, ,51
22-06-15, ,23,18,13,2,3, ,59
23-06-15, ,27,20,12,2,3, ,64
24-06-15, ,29,21,12,2,4,60,128
25-06-15, ,25,21,12,2, ,57,117
26-06-15, ,21,14,12,2, ,46,95
27-06-15, ,20,12,11,2,5,42,92
28-06-15, ,20,18,14,2,5,56,115
29-06-15, ,23,21,13,3,5,60,125
30-06-15, ,27,10,20,3,5,58,123
31-12-14, ,23,34,16,3,1, ,77
20-07-14, ,17,14,7,6,3,47,94
31-12-13, ,27,17,7,2,5,29,87
