RECEIVED,SRRECTYPE,SR_TYPE_DESC,PC,WARD,COMPLETED,CLOSED,Flytip_Status,How_Recieved,where_Recieved
19/03/2017,EPRN03,Noise - Construction Sites,,Garforth & Swillington,22/03/2017,22/03/2017,,Self Service,CCP Self Service
19/03/2017,EPRN03,Noise - Construction Sites,,Calverley & Farsley,20/03/2017,20/03/2017,,Self Service,CCP Self Service
19/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,Burmantofts & Richmond Hill,20/03/2017,20/03/2017,,Self Service,CCP Self Service
20/03/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Weetwood,20/03/2017,20/03/2017,,E-mail,Environmental Health Back Office
20/03/2017,EPRN05,Noise - Roadworks,LS28 7,Pudsey,20/03/2017,20/03/2017,,Telephone Call,Contact Centre
20/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,Garforth & Swillington,21/03/2017,21/03/2017,,E-mail,Environmental Health Back Office
20/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,City & Hunslet,30/03/2017,30/03/2017,,Self Service,CCP Self Service
21/03/2017,EPRN03,Noise - Construction Sites,LS7 3,Chapel Allerton,12/04/2017,12/04/2017,,Self Service,CCP Self Service
21/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,Rothwell,18/04/2017,18/04/2017,,E-mail,Environmental Health Back Office
22/03/2017,EPRN07,Noise - Motor Vehicles (On Private Land),,Middleton Park,30/03/2017,30/03/2017,,Self Service,CCP Self Service
22/03/2017,EPRN02,Noise - Commercial/Industrial Activities,LS26 0,Rothwell,02/05/2017,02/05/2017,,E-mail,Environmental Health Back Office
22/03/2017,EPRN03,Noise - Construction Sites,,Morley North,31/03/2017,31/03/2017,,Telephone Call,Contact Centre
23/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,Gipton & Harehills,29/03/2017,29/03/2017,,Telephone Call,Environmental Health Back Office
23/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,Pudsey,05/05/2017,05/05/2017,,E-mail,Environmental Health Back Office
23/03/2017,EPRN03,Noise - Construction Sites,LS25 2,Garforth & Swillington,30/03/2017,30/03/2017,,Self Service,CCP Self Service
23/03/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,City & Hunslet,26/04/2017,26/04/2017,,Self Service,CCP Self Service
24/03/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,23/05/2017,23/05/2017,,Telephone Call,Environmental Health Back Office
24/03/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Beeston & Holbeck,24/03/2017,24/03/2017,,Self Service,CCP Self Service
24/03/2017,EPRN03,Noise - Construction Sites,LS7 2,City & Hunslet,26/04/2017,26/04/2017,,Telephone Call,Contact Centre
24/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,City & Hunslet,11/04/2017,11/04/2017,,Telephone Call,Contact Centre
24/03/2017,EPRN25,Noise - Licensed Premises,,Killingbeck & Seacroft,12/04/2017,12/04/2017,,Telephone Call,Environmental Health Back Office
25/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,Kippax & Methley,18/04/2017,18/04/2017,,Self Service,CCP Self Service
26/03/2017,EPRN03,Noise - Construction Sites,,Armley,18/04/2017,18/04/2017,,Telephone Call,Environmental Health Back Office
27/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,Morley North,,,,Telephone Call,Contact Centre
27/03/2017,EPRN03,Noise - Construction Sites,,Garforth & Swillington,10/04/2017,10/04/2017,,Telephone Call,Environmental Health Back Office
27/03/2017,EPRN03,Noise - Construction Sites,,Wetherby,06/04/2017,06/04/2017,,E-mail,Environmental Health Back Office
27/03/2017,EPRN06,Noise - Transport Not Constructn Related,LS25 4,Kippax & Methley,27/03/2017,27/03/2017,,E-mail,Environmental Health Back Office
27/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,City & Hunslet,18/04/2017,18/04/2017,,Self Service,CCP Self Service
28/03/2017,EPRN21,Noise - Low Frequency,LS16 5,Kirkstall,30/03/2017,11/04/2017,,Letter,Environmental Health Back Office
28/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,City & Hunslet,11/05/2017,14/08/2017,,Self Service,CCP Self Service
28/03/2017,EPRN04,Noise - Delivery/Collection Vehicles,,Horsforth,18/04/2017,18/04/2017,,Self Service,CCP Self Service
30/03/2017,EPRN03,Noise - Construction Sites,,Temple Newsam,18/04/2017,18/04/2017,,E-mail,Environmental Health Back Office
31/03/2017,EPRN02,Noise - Commercial/Industrial Activities,,Middleton Park,31/03/2017,31/03/2017,,E-mail,Environmental Health Back Office
31/03/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,26/04/2017,26/04/2017,,Telephone Call,Contact Centre
31/03/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Morley South,27/04/2017,27/04/2017,,Self Service,CCP Self Service
31/03/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Morley South,03/04/2017,03/04/2017,,Self Service,CCP Self Service
01/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Beeston & Holbeck,03/04/2017,03/04/2017,,E-mail,Environmental Health Back Office
01/04/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,09/05/2017,09/05/2017,,Telephone Call,Environmental Health Back Office
01/04/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,City & Hunslet,04/04/2017,04/04/2017,,Self Service,CCP Self Service
01/04/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Armley,25/08/2017,25/08/2017,,Self Service,CCP Self Service
01/04/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Headingley,01/04/2017,01/04/2017,,Self Service,CCP Self Service
01/04/2017,EPRN25,Noise - Licensed Premises,,Morley North,08/06/2017,08/06/2017,,Telephone Call,Environmental Health Back Office
02/04/2017,EPRN25,Noise - Licensed Premises,,Farnley & Wortley,09/05/2017,09/05/2017,,Self Service,CCP Self Service
02/04/2017,EPRN18,Noise - PA Systems & Loud Speakers,LS17 7,Alwoodley,03/04/2017,03/04/2017,,Self Service,CCP Self Service
02/04/2017,EPRN25,Noise - Licensed Premises,LS17 7,Alwoodley,09/05/2017,09/05/2017,,Telephone Call,Environmental Health Back Office
02/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Armley,12/07/2017,12/07/2017,,Self Service,CCP Self Service
02/04/2017,EPRN25,Noise - Licensed Premises,,Farnley & Wortley,25/04/2017,25/04/2017,,E-mail,Environmental Health Back Office
03/04/2017,EPRN04,Noise - Delivery/Collection Vehicles,,Moortown,09/05/2017,09/05/2017,,Telephone Call,Environmental Health Back Office
03/04/2017,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,10/04/2017,10/04/2017,,Self Service,CCP Self Service
03/04/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Headingley,10/04/2017,10/04/2017,,Self Service,CCP Self Service
04/04/2017,EPRN03,Noise - Construction Sites,LS27 8,Morley South,04/04/2017,04/04/2017,,Self Service,CCP Self Service
04/04/2017,EPRN15,Noise - Church Bells/Clocks/Calls Prayer,,Armley,28/04/2017,28/04/2017,,E-mail,Environmental Health Back Office
04/04/2017,EPRN03,Noise - Construction Sites,LS7 3,City & Hunslet,04/04/2017,04/04/2017,,Self Service,CCP Self Service
04/04/2017,EPRN03,Noise - Construction Sites,LS26 8,Garforth & Swillington,06/04/2017,06/04/2017,,E-mail,Environmental Health Back Office
04/04/2017,EPRN06,Noise - Transport Not Constructn Related,,Calverley & Farsley,09/05/2017,09/05/2017,,Telephone Call,Contact Centre
04/04/2017,EPRN05,Noise - Roadworks,LS9 7,Gipton & Harehills,05/04/2017,05/04/2017,,Self Service,CCP Self Service
05/04/2017,EPRN03,Noise - Construction Sites,LS7 3,City & Hunslet,21/04/2017,21/04/2017,,Telephone Call,Contact Centre
05/04/2017,EPRN03,Noise - Construction Sites,,Headingley,05/04/2017,05/04/2017,,E-mail,Environmental Health Back Office
06/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Garforth & Swillington,02/05/2017,02/05/2017,,Telephone Call,Environmental Health Back Office
06/04/2017,EPRN21,Noise - Low Frequency,LS7 3,City & Hunslet,21/04/2017,21/04/2017,,Self Service,CCP Self Service
06/04/2017,EPRN04,Noise - Delivery/Collection Vehicles,,Bramley & Stanningley,27/07/2017,27/07/2017,,Self Service,CCP Self Service
06/04/2017,EPRN06,Noise - Transport Not Constructn Related,,Rothwell,06/04/2017,06/04/2017,,E-mail,Environmental Health Back Office
06/04/2017,EPRN03,Noise - Construction Sites,WF3 2,Ardsley & Robin Hood,10/04/2017,10/04/2017,,Telephone Call,Environmental Health Back Office
06/04/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,11/04/2017,11/04/2017,,Telephone Call,Contact Centre
06/04/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Otley & Yeadon,10/04/2017,10/04/2017,,Telephone Call,Environmental Health Back Office
07/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Garforth & Swillington,11/04/2017,11/04/2017,,E-mail,Environmental Health Back Office
07/04/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Otley & Yeadon,07/04/2017,20/04/2017,,E-mail,Environmental Health Back Office
07/04/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,City & Hunslet,10/04/2017,10/04/2017,,Self Service,CCP Self Service
07/04/2017,EPRN05,Noise - Roadworks,,Kirkstall,28/04/2017,28/04/2017,,Self Service,CCP Self Service
07/04/2017,EPRN25,Noise - Licensed Premises,,Rothwell,30/05/2017,30/05/2017,,Self Service,CCP Self Service
07/04/2017,EPRN25,Noise - Licensed Premises,,Bramley & Stanningley,11/04/2017,11/04/2017,,Self Service,CCP Self Service
08/04/2017,EPRN03,Noise - Construction Sites,LS12 2,Armley,26/04/2017,26/04/2017,,Self Service,CCP Self Service
08/04/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Hunslet & Riverside,24/05/2017,24/05/2017,,Self Service,CCP Self Service
08/04/2017,EPRN01,Noise - Air-Conditioning Units/Chillers,,City & Hunslet,20/06/2017,20/06/2017,,Self Service,CCP Self Service
08/04/2017,EPRN25,Noise - Licensed Premises,,Gipton & Harehills,10/04/2017,10/04/2017,,Telephone Call,Environmental Health Back Office
08/04/2017,EPRN25,Noise - Licensed Premises,,Bramley & Stanningley,11/04/2017,11/04/2017,,Self Service,CCP Self Service
09/04/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,20/04/2017,20/04/2017,,Telephone Call,Environmental Health Back Office
09/04/2017,EPRN25,Noise - Licensed Premises,,Burmantofts & Richmond Hill,20/04/2017,20/04/2017,,Telephone Call,Environmental Health Back Office
09/04/2017,EPRN05,Noise - Roadworks,,Guiseley & Rawdon,19/04/2017,19/04/2017,,Self Service,CCP Self Service
10/04/2017,EPRN25,Noise - Licensed Premises,LS27 7,Morley North,04/05/2017,04/05/2017,,E-mail,Environmental Health Back Office
10/04/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Rothwell,04/05/2017,04/05/2017,,Telephone Call,Contact Centre
10/04/2017,EPRN11,Noise - Farming Activities,,Weetwood,08/01/2018,08/01/2018,,Telephone Call,Contact Centre
10/04/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Chapel Allerton,10/04/2017,10/04/2017,,Telephone Call,Contact Centre
10/04/2017,EPRN21,Noise - Low Frequency,,Bramley & Stanningley,19/04/2017,19/04/2017,,Self Service,CCP Self Service
10/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Killingbeck & Seacroft,11/04/2017,11/04/2017,,Self Service,CCP Self Service
11/04/2017,EPRN03,Noise - Construction Sites,,Morley North,09/05/2017,09/05/2017,,Telephone Call,Environmental Health Back Office
11/04/2017,EPRN04,Noise - Delivery/Collection Vehicles,,Calverley & Farsley,09/05/2017,09/05/2017,,Telephone Call,Environmental Health Back Office
11/04/2017,EPRN03,Noise - Construction Sites,LS6 2,Headingley,12/04/2017,12/04/2017,,Telephone Call,Contact Centre
11/04/2017,EPRN04,Noise - Delivery/Collection Vehicles,,Adel & Wharfedale,26/04/2017,26/04/2017,,E-mail,Environmental Health Back Office
11/04/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,04/08/2017,04/08/2017,,E-mail,Environmental Health Back Office
11/04/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Beeston & Holbeck,03/07/2017,03/07/2017,,Letter,Environmental Health Back Office
11/04/2017,EPRN11,Noise - Farming Activities,LS19 6,Horsforth,26/10/2017,26/10/2017,,Telephone Call,Environmental Health Back Office
12/04/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Calverley & Farsley,18/04/2017,18/04/2017,,Telephone Call,CCP Self Service
12/04/2017,EPRN03,Noise - Construction Sites,,Kippax & Methley,25/04/2017,25/04/2017,,Telephone Call,Contact Centre
12/04/2017,EPRN04,Noise - Delivery/Collection Vehicles,,Pudsey,09/05/2017,09/05/2017,,Telephone Call,Environmental Health Back Office
13/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Rothwell,08/01/2018,08/01/2018,,Self Service,CCP Self Service
13/04/2017,EPRN19,Noise - Mobile Plant/Machinery,,City & Hunslet,08/06/2017,08/06/2017,,Telephone Call,Environmental Health Back Office
13/04/2017,EPRN01,Noise - Air-Conditioning Units/Chillers,LS1 3,City & Hunslet,13/04/2017,13/04/2017,,Self Service,CCP Self Service
13/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Weetwood,12/05/2017,12/05/2017,,Telephone Call,Environmental Health Back Office
13/04/2017,EPRN25,Noise - Licensed Premises,,Chapel Allerton,09/05/2017,09/05/2017,,Telephone Call,Contact Centre
13/04/2017,EPRN03,Noise - Construction Sites,,Rothwell,18/04/2017,18/04/2017,,Telephone Call,Contact Centre
13/04/2017,EPRN25,Noise - Licensed Premises,,Bramley & Stanningley,12/05/2017,12/05/2017,,Telephone Call,Environmental Health Back Office
13/04/2017,EPRN22,Noise - Major Domestic Building Works,,Hyde Park & Woodhouse,19/04/2017,19/04/2017,,Self Service,CCP Self Service
14/04/2017,EPRN04,Noise - Delivery/Collection Vehicles,,Ardsley & Robin Hood,18/04/2017,18/04/2017,,Self Service,CCP Self Service
14/04/2017,EPRN03,Noise - Construction Sites,LS26 9,Kippax & Methley,09/05/2017,09/05/2017,,Self Service,CCP Self Service
14/04/2017,EPRN03,Noise - Construction Sites,LS26 9,Kippax & Methley,18/04/2017,18/04/2017,,Self Service,CCP Self Service
14/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Kirkstall,09/05/2017,09/05/2017,,Self Service,CCP Self Service
14/04/2017,EPRN01,Noise - Air-Conditioning Units/Chillers,,Roundhay,04/10/2017,04/10/2017,,Self Service,CCP Self Service
16/04/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Morley South,17/05/2017,17/05/2017,,Self Service,CCP Self Service
16/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Armley,18/04/2017,18/04/2017,,Self Service,CCP Self Service
16/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Gipton & Harehills,18/04/2017,18/04/2017,,Telephone Call,Environmental Health Back Office
18/04/2017,EPRN15,Noise - Church Bells/Clocks/Calls Prayer,,Burmantofts & Richmond Hill,19/05/2017,19/05/2017,,E-mail,Environmental Health Back Office
18/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Harewood,06/06/2017,15/06/2017,,Telephone Call,Environmental Health Back Office
18/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Weetwood,24/05/2017,24/05/2017,,E-mail,Environmental Health Back Office
18/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Morley South,22/05/2017,22/05/2017,,Self Service,CCP Self Service
18/04/2017,EPRN18,Noise - PA Systems & Loud Speakers,,Headingley,19/04/2017,19/04/2017,,Self Service,CCP Self Service
19/04/2017,EPRN04,Noise - Delivery/Collection Vehicles,,Ardsley & Robin Hood,17/05/2017,17/05/2017,,E-mail,Environmental Health Back Office
19/04/2017,EPRN03,Noise - Construction Sites,,Kirkstall,17/05/2017,17/05/2017,,E-mail,Environmental Health Back Office
20/04/2017,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Weetwood,20/04/2017,20/04/2017,,Self Service,CCP Self Service
21/04/2017,EPRN03,Noise - Construction Sites,,Temple Newsam,30/05/2017,30/05/2017,,Self Service,CCP Self Service
21/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,City & Hunslet,21/04/2017,21/04/2017,,Telephone Call,Environmental Health Back Office
21/04/2017,EPRN03,Noise - Construction Sites,,City & Hunslet,21/04/2017,21/04/2017,,Self Service,CCP Self Service
21/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,,,,,,
21/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Armley,26/04/2017,26/04/2017,,Telephone Call,Environmental Health Back Office
21/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Rothwell,30/05/2017,30/05/2017,,Self Service,CCP Self Service
22/04/2017,EPRN01,Noise - Air-Conditioning Units/Chillers,,Killingbeck & Seacroft,13/07/2017,13/07/2017,,Self Service,CCP Self Service
23/04/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,24/04/2017,24/04/2017,,Telephone Call,Environmental Health Back Office
23/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,City & Hunslet,22/05/2018,22/05/2018,,Self Service,CCP Self Service
23/04/2017,EPRN03,Noise - Construction Sites,,Roundhay,24/04/2017,24/04/2017,,Self Service,CCP Self Service
23/04/2017,EPRN25,Noise - Licensed Premises,,Burmantofts & Richmond Hill,10/10/2017,10/10/2017,,Telephone Call,Environmental Health Back Office
24/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Gipton & Harehills,30/05/2017,30/05/2017,,Telephone Call,
24/04/2017,EPRN01,Noise - Air-Conditioning Units/Chillers,,Morley South,04/10/2017,04/10/2017,,Self Service,CCP Self Service
25/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Bramley & Stanningley,26/04/2017,26/04/2017,,Telephone Call,Environmental Health Back Office
25/04/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,07/06/2017,07/06/2017,,E-mail,Environmental Health Back Office
25/04/2017,EPRN07,Noise - Motor Vehicles (On Private Land),,Hyde Park & Woodhouse,26/04/2017,26/04/2017,,Self Service,CCP Self Service
25/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Rothwell,09/05/2017,09/05/2017,,Telephone Call,Environmental Health Back Office
26/04/2017,EPRN03,Noise - Construction Sites,LS1 2,City & Hunslet,26/04/2017,26/04/2017,,Self Service,CCP Self Service
26/04/2017,EPRN07,Noise - Motor Vehicles (On Private Land),LS25 4,Kippax & Methley,07/09/2017,07/09/2017,,Self Service,CCP Self Service
27/04/2017,EPRN02,Noise - Commercial/Industrial Activities,,Horsforth,27/04/2017,27/04/2017,,Self Service,CCP Self Service
27/04/2017,EPRN02,Noise - Commercial/Industrial Activities,LS8 1,Roundhay,06/02/2018,06/02/2018,,E-mail,Environmental Health Back Office
27/04/2017,EPRN03,Noise - Construction Sites,LS21 3,Otley & Yeadon,12/05/2017,12/05/2017,,Self Service,CCP Self Service
27/04/2017,EPRN21,Noise - Low Frequency,,City & Hunslet,08/09/2017,08/09/2017,,Self Service,CCP Self Service
27/04/2017,EPRN03,Noise - Construction Sites,LS1 2,City & Hunslet,28/04/2017,28/04/2017,,Self Service,CCP Self Service
28/04/2017,EPRN03,Noise - Construction Sites,,Burmantofts & Richmond Hill,24/05/2017,24/05/2017,,Self Service,CCP Self Service
28/04/2017,EPRN06,Noise - Transport Not Constructn Related,LS26 0,Rothwell,06/07/2017,06/07/2017,,Self Service,CCP Self Service
28/04/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,07/06/2017,07/06/2017,,Telephone Call,Environmental Health Back Office
29/04/2017,EPRN03,Noise - Construction Sites,,City & Hunslet,29/04/2017,29/04/2017,,Self Service,CCP Self Service
30/04/2017,EPRN25,Noise - Licensed Premises,,Headingley,25/05/2017,25/05/2017,,Telephone Call,Environmental Health Back Office
30/04/2017,EPRN25,Noise - Licensed Premises,,City & Hunslet,18/05/2017,18/05/2017,,Self Service,Environmental Health Back Office
30/04/2017,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,02/05/2017,02/05/2017,,Self Service,CCP Self Service
